"","lv","Annotation","cell_type","value","sample","patient","Groups"
"139","6","lymphatics-tumor cells","vasculature","0.0","reg058","14","2"
"0","0","tumor cells-Tregs","B cells","0.13509749303621169","reg059","14","4"
"1","0","tumor cells-Tregs","CD4+ T cells","0.009749303621169917","reg059","14","4"
"2","0","tumor cells-Tregs","CD8+ T cells","0.10584958217270195","reg059","14","4"
"3","0","tumor cells-Tregs","CLA+ leukocytes","0.001392757660167131","reg059","14","4"
"4","0","tumor cells-Tregs","DCs, CD11c+","0.0","reg059","14","4"
"5","0","tumor cells-Tregs","IDO+ stromal cells","0.001392757660167131","reg059","14","4"
"6","0","tumor cells-Tregs","Langerhans cells","0.013927576601671309","reg059","14","4"
"7","0","tumor cells-Tregs","Tregs","0.18523676880222842","reg059","14","4"
"8","0","tumor cells-Tregs","epithelium","0.004178272980501393","reg059","14","4"
"9","0","tumor cells-Tregs","lymphatics","0.0","reg059","14","4"
"10","0","tumor cells-Tregs","macrophages (M1=M2)","0.009749303621169917","reg059","14","4"
"11","0","tumor cells-Tregs","macrophages (M1>M2)","0.12952646239554316","reg059","14","4"
"12","0","tumor cells-Tregs","macrophages (M2>M1)","0.008356545961002786","reg059","14","4"
"13","0","tumor cells-Tregs","mast cells","0.0","reg059","14","4"
"14","0","tumor cells-Tregs","nerves","0.0","reg059","14","4"
"15","0","tumor cells-Tregs","plasma cells","0.006963788300835654","reg059","14","4"
"16","0","tumor cells-Tregs","stroma","0.006963788300835654","reg059","14","4"
"17","0","tumor cells-Tregs","tumor cells","0.37186629526462395","reg059","14","4"
"18","0","tumor cells-Tregs","tumor cells, intraepithelial","0.004178272980501393","reg059","14","4"
"19","0","tumor cells-Tregs","vasculature","0.005571030640668524","reg059","14","4"
"20","1","macrophages (M1>M2)-Tregs","B cells","0.029985007496251874","reg059","14","4"
"21","1","macrophages (M1>M2)-Tregs","CD4+ T cells","0.004497751124437781","reg059","14","4"
"22","1","macrophages (M1>M2)-Tregs","CD8+ T cells","0.053973013493253376","reg059","14","4"
"23","1","macrophages (M1>M2)-Tregs","CLA+ leukocytes","0.0","reg059","14","4"
"24","1","macrophages (M1>M2)-Tregs","DCs, CD11c+","0.0014992503748125937","reg059","14","4"
"25","1","macrophages (M1>M2)-Tregs","IDO+ stromal cells","0.0","reg059","14","4"
"26","1","macrophages (M1>M2)-Tregs","Langerhans cells","0.022488755622188907","reg059","14","4"
"27","1","macrophages (M1>M2)-Tregs","Tregs","0.20239880059970014","reg059","14","4"
"28","1","macrophages (M1>M2)-Tregs","epithelium","0.010494752623688156","reg059","14","4"
"29","1","macrophages (M1>M2)-Tregs","lymphatics","0.0","reg059","14","4"
"30","1","macrophages (M1>M2)-Tregs","macrophages (M1=M2)","0.01649175412293853","reg059","14","4"
"31","1","macrophages (M1>M2)-Tregs","macrophages (M1>M2)","0.3793103448275862","reg059","14","4"
"32","1","macrophages (M1>M2)-Tregs","macrophages (M2>M1)","0.008995502248875561","reg059","14","4"
"33","1","macrophages (M1>M2)-Tregs","mast cells","0.01649175412293853","reg059","14","4"
"34","1","macrophages (M1>M2)-Tregs","nerves","0.0074962518740629685","reg059","14","4"
"35","1","macrophages (M1>M2)-Tregs","plasma cells","0.029985007496251874","reg059","14","4"
"36","1","macrophages (M1>M2)-Tregs","stroma","0.037481259370314844","reg059","14","4"
"37","1","macrophages (M1>M2)-Tregs","tumor cells","0.17691154422788605","reg059","14","4"
"38","1","macrophages (M1>M2)-Tregs","tumor cells, intraepithelial","0.0","reg059","14","4"
"39","1","macrophages (M1>M2)-Tregs","vasculature","0.0014992503748125937","reg059","14","4"
"40","2","vasculature-macrophages (M1>M2)","B cells","0.04984894259818731","reg059","14","4"
"41","2","vasculature-macrophages (M1>M2)","CD4+ T cells","0.0075528700906344415","reg059","14","4"
"42","2","vasculature-macrophages (M1>M2)","CD8+ T cells","0.05740181268882175","reg059","14","4"
"43","2","vasculature-macrophages (M1>M2)","CLA+ leukocytes","0.0030211480362537764","reg059","14","4"
"44","2","vasculature-macrophages (M1>M2)","DCs, CD11c+","0.0030211480362537764","reg059","14","4"
"45","2","vasculature-macrophages (M1>M2)","IDO+ stromal cells","0.0015105740181268882","reg059","14","4"
"46","2","vasculature-macrophages (M1>M2)","Langerhans cells","0.01661631419939577","reg059","14","4"
"47","2","vasculature-macrophages (M1>M2)","Tregs","0.13293051359516617","reg059","14","4"
"48","2","vasculature-macrophages (M1>M2)","epithelium","0.0015105740181268882","reg059","14","4"
"49","2","vasculature-macrophages (M1>M2)","lymphatics","0.006042296072507553","reg059","14","4"
"50","2","vasculature-macrophages (M1>M2)","macrophages (M1=M2)","0.027190332326283987","reg059","14","4"
"51","2","vasculature-macrophages (M1>M2)","macrophages (M1>M2)","0.16767371601208458","reg059","14","4"
"52","2","vasculature-macrophages (M1>M2)","macrophages (M2>M1)","0.0075528700906344415","reg059","14","4"
"53","2","vasculature-macrophages (M1>M2)","mast cells","0.004531722054380665","reg059","14","4"
"54","2","vasculature-macrophages (M1>M2)","nerves","0.0","reg059","14","4"
"55","2","vasculature-macrophages (M1>M2)","plasma cells","0.01812688821752266","reg059","14","4"
"56","2","vasculature-macrophages (M1>M2)","stroma","0.08308157099697885","reg059","14","4"
"57","2","vasculature-macrophages (M1>M2)","tumor cells","0.1646525679758308","reg059","14","4"
"58","2","vasculature-macrophages (M1>M2)","tumor cells, intraepithelial","0.0","reg059","14","4"
"59","2","vasculature-macrophages (M1>M2)","vasculature","0.24773413897280966","reg059","14","4"
"60","3","macrophages (M1>M2)-tumor cells","B cells","0.06030150753768844","reg059","14","4"
"61","3","macrophages (M1>M2)-tumor cells","CD4+ T cells","0.006700167504187605","reg059","14","4"
"62","3","macrophages (M1>M2)-tumor cells","CD8+ T cells","0.03015075376884422","reg059","14","4"
"63","3","macrophages (M1>M2)-tumor cells","CLA+ leukocytes","0.0016750418760469012","reg059","14","4"
"64","3","macrophages (M1>M2)-tumor cells","DCs, CD11c+","0.0","reg059","14","4"
"65","3","macrophages (M1>M2)-tumor cells","IDO+ stromal cells","0.0","reg059","14","4"
"66","3","macrophages (M1>M2)-tumor cells","Langerhans cells","0.07370184254606366","reg059","14","4"
"67","3","macrophages (M1>M2)-tumor cells","Tregs","0.19430485762144054","reg059","14","4"
"68","3","macrophages (M1>M2)-tumor cells","epithelium","0.0","reg059","14","4"
"69","3","macrophages (M1>M2)-tumor cells","lymphatics","0.0016750418760469012","reg059","14","4"
"70","3","macrophages (M1>M2)-tumor cells","macrophages (M1=M2)","0.04020100502512563","reg059","14","4"
"71","3","macrophages (M1>M2)-tumor cells","macrophages (M1>M2)","0.33500837520938026","reg059","14","4"
"72","3","macrophages (M1>M2)-tumor cells","macrophages (M2>M1)","0.011725293132328308","reg059","14","4"
"73","3","macrophages (M1>M2)-tumor cells","mast cells","0.0","reg059","14","4"
"74","3","macrophages (M1>M2)-tumor cells","nerves","0.0","reg059","14","4"
"75","3","macrophages (M1>M2)-tumor cells","plasma cells","0.0033500837520938024","reg059","14","4"
"76","3","macrophages (M1>M2)-tumor cells","stroma","0.011725293132328308","reg059","14","4"
"77","3","macrophages (M1>M2)-tumor cells","tumor cells","0.22613065326633167","reg059","14","4"
"78","3","macrophages (M1>M2)-tumor cells","tumor cells, intraepithelial","0.0033500837520938024","reg059","14","4"
"79","3","macrophages (M1>M2)-tumor cells","vasculature","0.0","reg059","14","4"
"80","4","tumor cells-Tregs","B cells","0.08823529411764706","reg059","14","4"
"81","4","tumor cells-Tregs","CD4+ T cells","0.00267379679144385","reg059","14","4"
"82","4","tumor cells-Tregs","CD8+ T cells","0.10160427807486631","reg059","14","4"
"83","4","tumor cells-Tregs","CLA+ leukocytes","0.00267379679144385","reg059","14","4"
"84","4","tumor cells-Tregs","DCs, CD11c+","0.00267379679144385","reg059","14","4"
"85","4","tumor cells-Tregs","IDO+ stromal cells","0.00267379679144385","reg059","14","4"
"86","4","tumor cells-Tregs","Langerhans cells","0.0374331550802139","reg059","14","4"
"87","4","tumor cells-Tregs","Tregs","0.21657754010695188","reg059","14","4"
"88","4","tumor cells-Tregs","epithelium","0.0","reg059","14","4"
"89","4","tumor cells-Tregs","lymphatics","0.0","reg059","14","4"
"90","4","tumor cells-Tregs","macrophages (M1=M2)","0.0374331550802139","reg059","14","4"
"91","4","tumor cells-Tregs","macrophages (M1>M2)","0.18983957219251338","reg059","14","4"
"92","4","tumor cells-Tregs","macrophages (M2>M1)","0.008021390374331552","reg059","14","4"
"93","4","tumor cells-Tregs","mast cells","0.0","reg059","14","4"
"94","4","tumor cells-Tregs","nerves","0.0","reg059","14","4"
"95","4","tumor cells-Tregs","plasma cells","0.0","reg059","14","4"
"96","4","tumor cells-Tregs","stroma","0.0106951871657754","reg059","14","4"
"97","4","tumor cells-Tregs","tumor cells","0.2994652406417112","reg059","14","4"
"98","4","tumor cells-Tregs","tumor cells, intraepithelial","0.0","reg059","14","4"
"99","4","tumor cells-Tregs","vasculature","0.0","reg059","14","4"
"100","5","macrophages (M1>M2)-tumor cells","B cells","0.03498542274052478","reg059","14","4"
"101","5","macrophages (M1>M2)-tumor cells","CD4+ T cells","0.0058309037900874635","reg059","14","4"
"102","5","macrophages (M1>M2)-tumor cells","CD8+ T cells","0.11370262390670553","reg059","14","4"
"103","5","macrophages (M1>M2)-tumor cells","CLA+ leukocytes","0.0029154518950437317","reg059","14","4"
"104","5","macrophages (M1>M2)-tumor cells","DCs, CD11c+","0.014577259475218658","reg059","14","4"
"105","5","macrophages (M1>M2)-tumor cells","IDO+ stromal cells","0.0","reg059","14","4"
"106","5","macrophages (M1>M2)-tumor cells","Langerhans cells","0.023323615160349854","reg059","14","4"
"107","5","macrophages (M1>M2)-tumor cells","Tregs","0.10495626822157435","reg059","14","4"
"108","5","macrophages (M1>M2)-tumor cells","epithelium","0.0","reg059","14","4"
"109","5","macrophages (M1>M2)-tumor cells","lymphatics","0.0","reg059","14","4"
"110","5","macrophages (M1>M2)-tumor cells","macrophages (M1=M2)","0.023323615160349854","reg059","14","4"
"111","5","macrophages (M1>M2)-tumor cells","macrophages (M1>M2)","0.35276967930029157","reg059","14","4"
"112","5","macrophages (M1>M2)-tumor cells","macrophages (M2>M1)","0.0058309037900874635","reg059","14","4"
"113","5","macrophages (M1>M2)-tumor cells","mast cells","0.0029154518950437317","reg059","14","4"
"114","5","macrophages (M1>M2)-tumor cells","nerves","0.0","reg059","14","4"
"115","5","macrophages (M1>M2)-tumor cells","plasma cells","0.023323615160349854","reg059","14","4"
"116","5","macrophages (M1>M2)-tumor cells","stroma","0.008746355685131196","reg059","14","4"
"117","5","macrophages (M1>M2)-tumor cells","tumor cells","0.27988338192419826","reg059","14","4"
"118","5","macrophages (M1>M2)-tumor cells","tumor cells, intraepithelial","0.0029154518950437317","reg059","14","4"
"119","5","macrophages (M1>M2)-tumor cells","vasculature","0.0","reg059","14","4"
"120","6","tumor cells-macrophages (M1>M2)","B cells","0.1072961373390558","reg059","14","4"
"121","6","tumor cells-macrophages (M1>M2)","CD4+ T cells","0.004291845493562232","reg059","14","4"
"122","6","tumor cells-macrophages (M1>M2)","CD8+ T cells","0.04721030042918455","reg059","14","4"
"123","6","tumor cells-macrophages (M1>M2)","CLA+ leukocytes","0.0","reg059","14","4"
"124","6","tumor cells-macrophages (M1>M2)","DCs, CD11c+","0.0","reg059","14","4"
"125","6","tumor cells-macrophages (M1>M2)","IDO+ stromal cells","0.0","reg059","14","4"
"126","6","tumor cells-macrophages (M1>M2)","Langerhans cells","0.02145922746781116","reg059","14","4"
"127","6","tumor cells-macrophages (M1>M2)","Tregs","0.15879828326180256","reg059","14","4"
"128","6","tumor cells-macrophages (M1>M2)","epithelium","0.0","reg059","14","4"
"129","6","tumor cells-macrophages (M1>M2)","lymphatics","0.008583690987124463","reg059","14","4"
"130","6","tumor cells-macrophages (M1>M2)","macrophages (M1=M2)","0.008583690987124463","reg059","14","4"
"131","6","tumor cells-macrophages (M1>M2)","macrophages (M1>M2)","0.24034334763948498","reg059","14","4"
"132","6","tumor cells-macrophages (M1>M2)","macrophages (M2>M1)","0.012875536480686695","reg059","14","4"
"133","6","tumor cells-macrophages (M1>M2)","mast cells","0.0","reg059","14","4"
"134","6","tumor cells-macrophages (M1>M2)","nerves","0.0","reg059","14","4"
"135","6","tumor cells-macrophages (M1>M2)","plasma cells","0.0","reg059","14","4"
"136","6","tumor cells-macrophages (M1>M2)","stroma","0.0","reg059","14","4"
"137","6","tumor cells-macrophages (M1>M2)","tumor cells","0.2875536480686695","reg059","14","4"
"138","6","tumor cells-macrophages (M1>M2)","tumor cells, intraepithelial","0.004291845493562232","reg059","14","4"
"139","6","tumor cells-macrophages (M1>M2)","vasculature","0.09871244635193133","reg059","14","4"
"140","7","epithelium-macrophages (M1>M2)","B cells","0.0","reg059","14","4"
"141","7","epithelium-macrophages (M1>M2)","CD4+ T cells","0.0","reg059","14","4"
"142","7","epithelium-macrophages (M1>M2)","CD8+ T cells","0.0","reg059","14","4"
"143","7","epithelium-macrophages (M1>M2)","CLA+ leukocytes","0.022727272727272728","reg059","14","4"
"144","7","epithelium-macrophages (M1>M2)","DCs, CD11c+","0.0","reg059","14","4"
"145","7","epithelium-macrophages (M1>M2)","IDO+ stromal cells","0.0","reg059","14","4"
"146","7","epithelium-macrophages (M1>M2)","Langerhans cells","0.09090909090909091","reg059","14","4"
"147","7","epithelium-macrophages (M1>M2)","Tregs","0.022727272727272728","reg059","14","4"
"148","7","epithelium-macrophages (M1>M2)","epithelium","0.5227272727272727","reg059","14","4"
"149","7","epithelium-macrophages (M1>M2)","lymphatics","0.0","reg059","14","4"
"150","7","epithelium-macrophages (M1>M2)","macrophages (M1=M2)","0.0","reg059","14","4"
"151","7","epithelium-macrophages (M1>M2)","macrophages (M1>M2)","0.22727272727272727","reg059","14","4"
"152","7","epithelium-macrophages (M1>M2)","macrophages (M2>M1)","0.0","reg059","14","4"
"153","7","epithelium-macrophages (M1>M2)","mast cells","0.0","reg059","14","4"
"154","7","epithelium-macrophages (M1>M2)","nerves","0.0","reg059","14","4"
"155","7","epithelium-macrophages (M1>M2)","plasma cells","0.0","reg059","14","4"
"156","7","epithelium-macrophages (M1>M2)","stroma","0.09090909090909091","reg059","14","4"
"157","7","epithelium-macrophages (M1>M2)","tumor cells","0.022727272727272728","reg059","14","4"
"158","7","epithelium-macrophages (M1>M2)","tumor cells, intraepithelial","0.0","reg059","14","4"
"159","7","epithelium-macrophages (M1>M2)","vasculature","0.0","reg059","14","4"
"160","8","nerves-stroma","B cells","0.0","reg059","14","4"
"161","8","nerves-stroma","CD4+ T cells","0.0","reg059","14","4"
"162","8","nerves-stroma","CD8+ T cells","0.0","reg059","14","4"
"163","8","nerves-stroma","CLA+ leukocytes","0.0","reg059","14","4"
"164","8","nerves-stroma","DCs, CD11c+","0.0","reg059","14","4"
"165","8","nerves-stroma","IDO+ stromal cells","0.0","reg059","14","4"
"166","8","nerves-stroma","Langerhans cells","0.0","reg059","14","4"
"167","8","nerves-stroma","Tregs","0.0","reg059","14","4"
"168","8","nerves-stroma","epithelium","0.034482758620689655","reg059","14","4"
"169","8","nerves-stroma","lymphatics","0.0","reg059","14","4"
"170","8","nerves-stroma","macrophages (M1=M2)","0.0","reg059","14","4"
"171","8","nerves-stroma","macrophages (M1>M2)","0.034482758620689655","reg059","14","4"
"172","8","nerves-stroma","macrophages (M2>M1)","0.0","reg059","14","4"
"173","8","nerves-stroma","mast cells","0.0","reg059","14","4"
"174","8","nerves-stroma","nerves","0.6896551724137931","reg059","14","4"
"175","8","nerves-stroma","plasma cells","0.0","reg059","14","4"
"176","8","nerves-stroma","stroma","0.20689655172413793","reg059","14","4"
"177","8","nerves-stroma","tumor cells","0.034482758620689655","reg059","14","4"
"178","8","nerves-stroma","tumor cells, intraepithelial","0.0","reg059","14","4"
"179","8","nerves-stroma","vasculature","0.0","reg059","14","4"
"0","0","tumor cells-B cells","B cells","0.15151515151515152","reg060","14","4"
"1","0","tumor cells-B cells","CD4+ T cells","0.016042780748663103","reg060","14","4"
"2","0","tumor cells-B cells","CD8+ T cells","0.08377896613190731","reg060","14","4"
"3","0","tumor cells-B cells","CLA+ leukocytes","0.0017825311942959","reg060","14","4"
"4","0","tumor cells-B cells","DCs, CD11c+","0.0","reg060","14","4"
"5","0","tumor cells-B cells","IDO+ stromal cells","0.0","reg060","14","4"
"6","0","tumor cells-B cells","Langerhans cells","0.0106951871657754","reg060","14","4"
"7","0","tumor cells-B cells","Tregs","0.15151515151515152","reg060","14","4"
"8","0","tumor cells-B cells","epithelium","0.0035650623885918","reg060","14","4"
"9","0","tumor cells-B cells","lymphatics","0.0","reg060","14","4"
"10","0","tumor cells-B cells","macrophages (M1=M2)","0.012477718360071301","reg060","14","4"
"11","0","tumor cells-B cells","macrophages (M1>M2)","0.0962566844919786","reg060","14","4"
"12","0","tumor cells-B cells","macrophages (M2>M1)","0.0053475935828877","reg060","14","4"
"13","0","tumor cells-B cells","mast cells","0.0","reg060","14","4"
"14","0","tumor cells-B cells","nerves","0.0017825311942959","reg060","14","4"
"15","0","tumor cells-B cells","plasma cells","0.0053475935828877","reg060","14","4"
"16","0","tumor cells-B cells","stroma","0.008912655971479501","reg060","14","4"
"17","0","tumor cells-B cells","tumor cells","0.44919786096256686","reg060","14","4"
"18","0","tumor cells-B cells","tumor cells, intraepithelial","0.0017825311942959","reg060","14","4"
"19","0","tumor cells-B cells","vasculature","0.0","reg060","14","4"
"20","1","macrophages (M1>M2)-Tregs","B cells","0.017191977077363897","reg060","14","4"
"21","1","macrophages (M1>M2)-Tregs","CD4+ T cells","0.0028653295128939827","reg060","14","4"
"22","1","macrophages (M1>M2)-Tregs","CD8+ T cells","0.034383954154727794","reg060","14","4"
"23","1","macrophages (M1>M2)-Tregs","CLA+ leukocytes","0.0057306590257879654","reg060","14","4"
"24","1","macrophages (M1>M2)-Tregs","DCs, CD11c+","0.0","reg060","14","4"
"25","1","macrophages (M1>M2)-Tregs","IDO+ stromal cells","0.0","reg060","14","4"
"26","1","macrophages (M1>M2)-Tregs","Langerhans cells","0.011461318051575931","reg060","14","4"
"27","1","macrophages (M1>M2)-Tregs","Tregs","0.32664756446991405","reg060","14","4"
"28","1","macrophages (M1>M2)-Tregs","epithelium","0.0057306590257879654","reg060","14","4"
"29","1","macrophages (M1>M2)-Tregs","lymphatics","0.0","reg060","14","4"
"30","1","macrophages (M1>M2)-Tregs","macrophages (M1=M2)","0.05730659025787966","reg060","14","4"
"31","1","macrophages (M1>M2)-Tregs","macrophages (M1>M2)","0.335243553008596","reg060","14","4"
"32","1","macrophages (M1>M2)-Tregs","macrophages (M2>M1)","0.0028653295128939827","reg060","14","4"
"33","1","macrophages (M1>M2)-Tregs","mast cells","0.017191977077363897","reg060","14","4"
"34","1","macrophages (M1>M2)-Tregs","nerves","0.0057306590257879654","reg060","14","4"
"35","1","macrophages (M1>M2)-Tregs","plasma cells","0.0057306590257879654","reg060","14","4"
"36","1","macrophages (M1>M2)-Tregs","stroma","0.04871060171919771","reg060","14","4"
"37","1","macrophages (M1>M2)-Tregs","tumor cells","0.12034383954154727","reg060","14","4"
"38","1","macrophages (M1>M2)-Tregs","tumor cells, intraepithelial","0.0028653295128939827","reg060","14","4"
"39","1","macrophages (M1>M2)-Tregs","vasculature","0.0","reg060","14","4"
"40","2","macrophages (M1>M2)-tumor cells","B cells","0.05016722408026756","reg060","14","4"
"41","2","macrophages (M1>M2)-tumor cells","CD4+ T cells","0.0033444816053511705","reg060","14","4"
"42","2","macrophages (M1>M2)-tumor cells","CD8+ T cells","0.06354515050167224","reg060","14","4"
"43","2","macrophages (M1>M2)-tumor cells","CLA+ leukocytes","0.0","reg060","14","4"
"44","2","macrophages (M1>M2)-tumor cells","DCs, CD11c+","0.0","reg060","14","4"
"45","2","macrophages (M1>M2)-tumor cells","IDO+ stromal cells","0.0","reg060","14","4"
"46","2","macrophages (M1>M2)-tumor cells","Langerhans cells","0.010033444816053512","reg060","14","4"
"47","2","macrophages (M1>M2)-tumor cells","Tregs","0.10702341137123746","reg060","14","4"
"48","2","macrophages (M1>M2)-tumor cells","epithelium","0.013377926421404682","reg060","14","4"
"49","2","macrophages (M1>M2)-tumor cells","lymphatics","0.0","reg060","14","4"
"50","2","macrophages (M1>M2)-tumor cells","macrophages (M1=M2)","0.04013377926421405","reg060","14","4"
"51","2","macrophages (M1>M2)-tumor cells","macrophages (M1>M2)","0.23411371237458195","reg060","14","4"
"52","2","macrophages (M1>M2)-tumor cells","macrophages (M2>M1)","0.006688963210702341","reg060","14","4"
"53","2","macrophages (M1>M2)-tumor cells","mast cells","0.010033444816053512","reg060","14","4"
"54","2","macrophages (M1>M2)-tumor cells","nerves","0.0","reg060","14","4"
"55","2","macrophages (M1>M2)-tumor cells","plasma cells","0.0033444816053511705","reg060","14","4"
"56","2","macrophages (M1>M2)-tumor cells","stroma","0.15384615384615385","reg060","14","4"
"57","2","macrophages (M1>M2)-tumor cells","tumor cells","0.21070234113712374","reg060","14","4"
"58","2","macrophages (M1>M2)-tumor cells","tumor cells, intraepithelial","0.0033444816053511705","reg060","14","4"
"59","2","macrophages (M1>M2)-tumor cells","vasculature","0.0903010033444816","reg060","14","4"
"60","3","macrophages (M1>M2)-Tregs","B cells","0.04743083003952569","reg060","14","4"
"61","3","macrophages (M1>M2)-Tregs","CD4+ T cells","0.0","reg060","14","4"
"62","3","macrophages (M1>M2)-Tregs","CD8+ T cells","0.03557312252964427","reg060","14","4"
"63","3","macrophages (M1>M2)-Tregs","CLA+ leukocytes","0.0","reg060","14","4"
"64","3","macrophages (M1>M2)-Tregs","DCs, CD11c+","0.0","reg060","14","4"
"65","3","macrophages (M1>M2)-Tregs","IDO+ stromal cells","0.0","reg060","14","4"
"66","3","macrophages (M1>M2)-Tregs","Langerhans cells","0.03557312252964427","reg060","14","4"
"67","3","macrophages (M1>M2)-Tregs","Tregs","0.22134387351778656","reg060","14","4"
"68","3","macrophages (M1>M2)-Tregs","epithelium","0.0","reg060","14","4"
"69","3","macrophages (M1>M2)-Tregs","lymphatics","0.003952569169960474","reg060","14","4"
"70","3","macrophages (M1>M2)-Tregs","macrophages (M1=M2)","0.05138339920948617","reg060","14","4"
"71","3","macrophages (M1>M2)-Tregs","macrophages (M1>M2)","0.37549407114624506","reg060","14","4"
"72","3","macrophages (M1>M2)-Tregs","macrophages (M2>M1)","0.007905138339920948","reg060","14","4"
"73","3","macrophages (M1>M2)-Tregs","mast cells","0.0","reg060","14","4"
"74","3","macrophages (M1>M2)-Tregs","nerves","0.0","reg060","14","4"
"75","3","macrophages (M1>M2)-Tregs","plasma cells","0.0","reg060","14","4"
"76","3","macrophages (M1>M2)-Tregs","stroma","0.007905138339920948","reg060","14","4"
"77","3","macrophages (M1>M2)-Tregs","tumor cells","0.19367588932806323","reg060","14","4"
"78","3","macrophages (M1>M2)-Tregs","tumor cells, intraepithelial","0.0","reg060","14","4"
"79","3","macrophages (M1>M2)-Tregs","vasculature","0.019762845849802372","reg060","14","4"
"80","4","macrophages (M1>M2)-tumor cells","B cells","0.008097165991902834","reg060","14","4"
"81","4","macrophages (M1>M2)-tumor cells","CD4+ T cells","0.012145748987854251","reg060","14","4"
"82","4","macrophages (M1>M2)-tumor cells","CD8+ T cells","0.06477732793522267","reg060","14","4"
"83","4","macrophages (M1>M2)-tumor cells","CLA+ leukocytes","0.0","reg060","14","4"
"84","4","macrophages (M1>M2)-tumor cells","DCs, CD11c+","0.004048582995951417","reg060","14","4"
"85","4","macrophages (M1>M2)-tumor cells","IDO+ stromal cells","0.004048582995951417","reg060","14","4"
"86","4","macrophages (M1>M2)-tumor cells","Langerhans cells","0.02834008097165992","reg060","14","4"
"87","4","macrophages (M1>M2)-tumor cells","Tregs","0.19433198380566802","reg060","14","4"
"88","4","macrophages (M1>M2)-tumor cells","epithelium","0.0","reg060","14","4"
"89","4","macrophages (M1>M2)-tumor cells","lymphatics","0.004048582995951417","reg060","14","4"
"90","4","macrophages (M1>M2)-tumor cells","macrophages (M1=M2)","0.04048582995951417","reg060","14","4"
"91","4","macrophages (M1>M2)-tumor cells","macrophages (M1>M2)","0.340080971659919","reg060","14","4"
"92","4","macrophages (M1>M2)-tumor cells","macrophages (M2>M1)","0.012145748987854251","reg060","14","4"
"93","4","macrophages (M1>M2)-tumor cells","mast cells","0.008097165991902834","reg060","14","4"
"94","4","macrophages (M1>M2)-tumor cells","nerves","0.0","reg060","14","4"
"95","4","macrophages (M1>M2)-tumor cells","plasma cells","0.02834008097165992","reg060","14","4"
"96","4","macrophages (M1>M2)-tumor cells","stroma","0.008097165991902834","reg060","14","4"
"97","4","macrophages (M1>M2)-tumor cells","tumor cells","0.242914979757085","reg060","14","4"
"98","4","macrophages (M1>M2)-tumor cells","tumor cells, intraepithelial","0.0","reg060","14","4"
"99","4","macrophages (M1>M2)-tumor cells","vasculature","0.0","reg060","14","4"
"100","5","macrophages (M1>M2)-Tregs","B cells","0.00816326530612245","reg060","14","4"
"101","5","macrophages (M1>M2)-Tregs","CD4+ T cells","0.00816326530612245","reg060","14","4"
"102","5","macrophages (M1>M2)-Tregs","CD8+ T cells","0.0326530612244898","reg060","14","4"
"103","5","macrophages (M1>M2)-Tregs","CLA+ leukocytes","0.012244897959183673","reg060","14","4"
"104","5","macrophages (M1>M2)-Tregs","DCs, CD11c+","0.0","reg060","14","4"
"105","5","macrophages (M1>M2)-Tregs","IDO+ stromal cells","0.0","reg060","14","4"
"106","5","macrophages (M1>M2)-Tregs","Langerhans cells","0.02040816326530612","reg060","14","4"
"107","5","macrophages (M1>M2)-Tregs","Tregs","0.13877551020408163","reg060","14","4"
"108","5","macrophages (M1>M2)-Tregs","epithelium","0.0163265306122449","reg060","14","4"
"109","5","macrophages (M1>M2)-Tregs","lymphatics","0.00816326530612245","reg060","14","4"
"110","5","macrophages (M1>M2)-Tregs","macrophages (M1=M2)","0.04081632653061224","reg060","14","4"
"111","5","macrophages (M1>M2)-Tregs","macrophages (M1>M2)","0.3469387755102041","reg060","14","4"
"112","5","macrophages (M1>M2)-Tregs","macrophages (M2>M1)","0.004081632653061225","reg060","14","4"
"113","5","macrophages (M1>M2)-Tregs","mast cells","0.07346938775510205","reg060","14","4"
"114","5","macrophages (M1>M2)-Tregs","nerves","0.012244897959183673","reg060","14","4"
"115","5","macrophages (M1>M2)-Tregs","plasma cells","0.06938775510204082","reg060","14","4"
"116","5","macrophages (M1>M2)-Tregs","stroma","0.06938775510204082","reg060","14","4"
"117","5","macrophages (M1>M2)-Tregs","tumor cells","0.1306122448979592","reg060","14","4"
"118","5","macrophages (M1>M2)-Tregs","tumor cells, intraepithelial","0.0","reg060","14","4"
"119","5","macrophages (M1>M2)-Tregs","vasculature","0.00816326530612245","reg060","14","4"
"120","6","epithelium","B cells","0.0","reg060","14","4"
"121","6","epithelium","CD4+ T cells","0.004081632653061225","reg060","14","4"
"122","6","epithelium","CD8+ T cells","0.0","reg060","14","4"
"123","6","epithelium","CLA+ leukocytes","0.0","reg060","14","4"
"124","6","epithelium","DCs, CD11c+","0.0","reg060","14","4"
"125","6","epithelium","IDO+ stromal cells","0.0","reg060","14","4"
"126","6","epithelium","Langerhans cells","0.024489795918367346","reg060","14","4"
"127","6","epithelium","Tregs","0.024489795918367346","reg060","14","4"
"128","6","epithelium","epithelium","0.926530612244898","reg060","14","4"
"129","6","epithelium","lymphatics","0.0","reg060","14","4"
"130","6","epithelium","macrophages (M1=M2)","0.0","reg060","14","4"
"131","6","epithelium","macrophages (M1>M2)","0.004081632653061225","reg060","14","4"
"132","6","epithelium","macrophages (M2>M1)","0.0","reg060","14","4"
"133","6","epithelium","mast cells","0.0","reg060","14","4"
"134","6","epithelium","nerves","0.0","reg060","14","4"
